system:index,total_precipitation_sum
19870427,1.3215986912428717E-6
19870428,3.912894201614837E-4
19870429,9.430887509222234E-4
19870430,0.0018060406253127827
19870501,0.0015122142093524009
19870502,0.01599571744864281
19870503,3.396192565942221E-4
19870504,3.100772014298509E-4
19870505,0.003623963576259777
19870506,0.011429321386640412
19870507,0.007004591532614234
19870508,0.0036775501102995515
19870509,0.013318864380603078
19870510,0.02103966211280482
19870511,0.0011205288362235916
19870512,2.7820825793757826E-4
19870513,0.0014428824238326
19870514,0.006875085052886527
19870515,6.0683947386245756E-5
19870516,0.0014155268871407745
19870517,9.102120166973719E-5
19870518,2.471681440967483E-4
19870519,1.446786590141295E-5
19870520,4.81890694358987E-4
19870521,3.2560214604766054E-4
19870522,7.385108550525446E-4
19870523,8.626469707451179E-7
19870524,8.642672355563263E-7
19870525,0.0
19870526,4.827387928300114E-6
19870527,0.002116097450579842
19870528,8.671175919516827E-7
19870529,1.7106531231547706E-6
19870530,8.642672923997452E-7
19870531,1.2831537787860725E-6
19870601,1.4854525372941401E-6
19870602,1.7089741002149892E-6
19870603,1.5228826736107732E-6
19870604,1.6569332449069282E-4
19870605,0.003598004662233203
19870606,0.005012985805414259
19870607,0.002861925804104346
19870608,0.0018338190188862309
19870609,9.948421933728318E-5
19870610,1.3986082870613698E-4
19870611,1.1071151132958726E-4
19870612,6.083976227276524E-4
19870613,8.216588192609131E-4
19870614,1.2225026547204377E-5
19870615,0.0029263052953557495
19870616,0.0011832341689958833
19870617,8.445989544707754E-4
19870618,4.230584068022401E-4
19870619,7.0398627380590546E-6
19870620,0.002278947083196441
19870621,0.0037555216325479562
19870622,8.533802843088075E-5
19870623,3.9123487676361965E-6
19870624,0.001174844457841201
19870625,1.2505550996439716E-4
19870626,3.8269756791595215E-4
19870627,8.119872199550776E-6
19870628,1.9027042489955775E-6
19870629,1.0775423224568214E-6
19870630,1.293562377213675E-6
19870701,2.415961346375693E-5
19870702,1.0565935300778397E-4
19870703,3.553206360769189E-4
19870704,4.022632542594722E-4
19870705,0.0020794804083632563
19870706,0.0032741951316184706
19870707,4.612485127759023E-4
19870708,3.303099695319649E-4
19870709,7.919191954451827E-6
19870710,1.0088327171058816E-6
19870711,1.7314255187460512E-5
19870712,5.9607536763265615E-6
19870713,8.776059553543758E-7
19870714,1.1315342384318212E-6
19870715,1.7341531588499492E-6
19870716,4.351138613856165E-7
19870717,1.1953901099535215E-7
19870718,1.2844361152665513E-6
19870719,2.821099482153792E-4
19870720,8.894883795002758E-5
19870721,0.0015271742484184072
19870722,0.0017322255418407602
19870723,5.943633041029286E-4
19870724,0.0013402633548473672
19870725,2.569013598540717E-6
19870726,1.296116806770442E-6
19870727,0.0026773745446520463
19870728,0.009271680738646317
19870729,9.927106517002727E-6
19870730,6.701079291415196E-6
19870731,1.7159585468107252E-6
19870801,0.0013202458411973612
19870802,0.0077652344623891905
19870803,8.555664409486858E-4
19870804,9.244444762389856E-7
19870805,1.4950352281711277E-6
19870806,1.869120050688113E-5
19870807,9.523193635981316E-5
19870808,2.242126609873032E-6
19870809,0.0016398273911907438
19870810,0.008547259731930585
19870811,0.008991395255144677
19870812,0.0030974003682341564
19870813,0.004136384837133079
19870814,0.012417712288845854
19870815,0.003939529455742939
19870816,0.006658788414572975
19870817,0.05439755404467871
19870818,0.002279577281926485
19870819,0.0015180999559754778
19870820,0.0012995139122598113
19870821,3.664629046330056E-8
19870822,4.4107436991680515E-7
19870823,7.389340938391763E-4
19870824,5.143684460245316E-7
19870825,1.7065049178199843E-6
19870826,3.021243227740918E-6
19870827,0.01063625623390307
19870828,0.008788095636825807
19870829,0.007089103967781746
19870830,0.006833866038047075
19870831,7.353957840807027E-4
19870901,1.918124529114613E-7
19870902,0.0
19870903,2.597332640640498E-5
19870904,2.5749400696246784E-6
19870905,0.0023528846597954353
19870906,0.004530916472616671
19870907,2.809249908144161E-4
19870908,2.125879632330907E-6
19870909,6.207368139406754E-5
19870910,0.0
19870911,0.0
19870912,1.301234249240224E-6
19870913,4.4226586331877723E-7
19870914,8.583222985691918E-7
19870915,0.0
19870916,2.4911653214910325E-6
19870917,6.574177115533646E-4
19870918,6.650681722419804E-4
19870919,0.0
19870920,6.583585896120418E-4
19870921,6.038761464421452E-4
19870922,1.951089479649279E-5
19870923,8.580018014799264E-7
19870924,2.131592850673769E-6
19870925,8.540939262502434E-7
19870926,1.7225741544280027E-6
19870927,4.31962575930811E-7
19870928,2.1457670982272248E-6
19870929,0.0018259956328738611
19870930,0.0019719993569542933
19871001,8.389242733686728E-4
19871002,4.266498247310033E-5
19871003,5.067468491336763E-4
19871004,0.002378152869398956
19871005,7.01279263891619E-5
19871006,1.2824028772229212E-6
19871007,2.9042737849771435E-4
19871008,0.0028221568024805704
19871009,3.3278120555131505E-4
19871010,3.95201000635197E-4
19871011,0.006334215535888138
19871012,0.0066703516212391675
19871013,0.0018171830125750681
19871014,1.645043615962741E-4
19871015,0.0032381756884004714
19871016,0.006799210825691638
19871017,2.5660198239006822E-5
19871018,5.283916081751969E-4
19871019,0.009025552191586184
19871020,0.007214116097668697
19871021,4.656864960109104E-4
19871022,2.630036278180685E-4
19871023,0.0024794142855331753
19871024,0.01913354114908233
19871025,0.010232359226366845
19871026,9.023308842868132E-4
19871027,1.4020466738457558E-4
19871028,8.781065390098176E-4
19871029,0.002059390708450774
19871030,1.3715476879261426E-5
19871031,8.553266184208042E-7
19871101,2.5734348128025886E-6
19871102,2.5682120394776575E-6
19871103,0.0028332335525175873
19871104,0.0037397783613946542
19871105,4.544761579840633E-4
19871106,1.2088349140077072E-4
19871107,5.631012677098332E-4
19871108,1.6822656363997403E-5
19871109,0.009501103599993713
19871110,0.0030720298886325057
19871111,0.05324180880792441
19871112,0.018223033896756287
19871113,8.575034611097887E-7
19871114,0.0010044824344176036
19871115,6.916799749891186E-4
19871116,3.8660113119677364E-4
19871117,0.005576790569756615
19871118,0.003526509866468927
19871119,7.309515033617122E-4
19871120,0.008164850427290484
19871121,1.3311220772836842E-4
19871122,3.853242218975187E-5
19871123,2.9729733452074284E-4
19871124,4.626485432335909E-4
19871125,6.073557909845352E-7
19871126,9.492931941440161E-5
19871127,1.620353407256711E-4
19871128,3.511084244123558E-4
19871129,1.7166975913342782E-6
19871130,0.0053536009205505716
19871201,0.022876736317847604
19871202,3.6080968059245305E-6
19871203,1.7195939108205494E-6
19871204,5.148975190308215E-5
19871205,3.277622991992644E-6
19871206,5.169668709150815E-6
19871207,1.9205070278068784E-4
19871208,0.0013053725261456194
19871209,2.5550178239504626E-4
19871210,0.0018129887204844963
19871211,5.33010931335361E-4
19871212,0.0061956641617617325
19871213,4.0850062775806375E-4
19871214,2.182983770603087E-6
19871215,1.3893613980105328E-6
19871216,5.1431224745618786E-5
19871217,6.47943613930931E-4
19871218,0.004281130015685205
19871219,0.003400300271181377
19871220,0.007289622593904657
19871221,0.02026023979688747
19871222,0.0019431037802660324
19871223,0.022524484322785778
19871224,9.007108872277005E-4
19871225,4.854205321230582E-4
19871226,2.5462432745271133E-4
19871227,3.1025352862367765E-5
19871228,0.022854331562491535
19871229,0.023045307398966448
19871230,0.0025006066053273957
19871231,7.62415247915382E-5
19880101,5.669521249483094E-5
19880102,0.012660877913480473
19880103,0.020399840843309598
19880104,0.027952910990996543
19880105,0.0022722300741456836
19880106,6.225357166724291E-7
19880107,8.523463748133508E-7
19880108,3.1119566483991176E-6
19880109,0.0011404400551352097
19880110,0.0036791917072003973
19880111,3.016431152208103E-6
19880112,6.447657886569393E-7
19880113,0.0
19880114,6.293633009939596E-7
19880115,0.004703254814192472
19880116,0.02565086589605887
19880117,0.010182249727392841
19880118,5.646815342423574E-4
19880119,0.005319279159820234
19880120,2.619086912525401E-4
19880121,0.007291668322381044
19880122,0.0020103997443584316
19880123,0.01081988354075941
19880124,0.004376643178631655
19880125,1.337508309563864E-4
19880126,3.2930109944596687E-4
19880127,1.0127119348765374E-4
19880128,3.385911766013503E-5
19880129,0.0025716274903745803
19880130,0.001707983865413555
19880131,0.0051997978932429465
19880201,0.006761705674769972
19880202,0.0014122897213121833
19880203,1.3019613266714182E-5
19880204,2.2849182690107533E-5
19880205,9.466472844627036E-5
19880206,9.95679659411833E-4
19880207,0.013971490282366597
19880208,1.295536126137796E-4
19880209,8.013743320543337E-6
19880210,1.6825634387575626E-5
19880211,5.6017608926738035E-5
19880212,0.002195762131148262
19880213,0.03312911847520551
19880214,0.015176489023514407
19880215,0.00540699841667262
19880216,0.0041789675945112514
19880217,0.001361180210467443
19880218,1.6975347854431504E-6
19880219,0.0013999447964650766
19880220,0.001493072176967132
19880221,2.570163956828268E-4
19880222,2.8027518875113777E-6
19880223,2.2080943808459183E-6
19880224,0.002367810346556182
19880225,0.0011050084988372035
19880226,3.82755714109837E-5
19880227,1.7157728775294391E-6
19880228,6.71195086894516E-4
19880229,0.002622736369499001
19880301,1.216111648972981E-4
19880302,1.2471119832316662E-4
19880303,2.7291022893912762E-5
19880304,0.006453653661841508
19880305,0.001908210924841912
19880306,0.002218730009198637
19880307,0.0024899141045710174
19880308,7.544253312112919E-4
19880309,1.9425211650404592E-4
19880310,8.772753403718525E-7
19880311,3.4860082798629657E-4
19880312,8.527790100428555E-7
19880313,2.1426503735710867E-6
19880314,4.494079149359532E-4
19880315,0.0025460325335704935
19880316,0.0020321555665633075
19880317,9.368260172109605E-4
19880318,4.6117563160878337E-4
19880319,0.002575156398351335
19880320,0.0042590968677951565
19880321,0.0024908723589157165
19880322,0.009690292566510057
19880323,0.005062016283742256
19880324,0.006216914210302732
19880325,0.003280556107514582
19880326,0.001660999974102194
19880327,4.0202459456077264E-4
19880328,1.15491818044439E-4
19880329,1.7801547364165105E-6
19880330,0.001368355938277009
19880331,0.01667330436863632
19880401,0.0029638539546269966
19880402,0.011391614455058102
19880403,0.025813605010063478
19880404,0.01694516056903068
19880405,0.005418380441495968
19880406,0.0408965666781134
19880407,0.03727214251991315
19880408,0.01151313847825622
19880409,0.014407539466455793
19880410,0.020014658559793494
19880411,0.022996667124163542
19880412,0.0015960961655144886
19880413,4.245306382200395E-4
19880414,4.810077943257573E-6
19880415,4.7068356030186754E-5
19880416,0.011526042183986862
19880417,0.004475195834361607
19880418,0.0014510153329275438
19880419,6.004225414902951E-4
19880420,5.775737887321631E-4
19880421,0.005222336940049584
19880422,0.004867351865108586
19880423,1.3254373475024865E-4
19880424,4.009165788048178E-5
19880425,2.337460173458603E-6
19880426,2.6645897397765795E-5
19880427,0.0034002345397240383
19880428,0.008551002936130021
19880429,0.001753517333472501
19880430,0.003331675213627293
19880501,7.995024266237739E-4
19880502,7.223655005810635E-4
19880503,2.3903543994213453E-4
19880504,7.846302083307752E-5
19880505,2.0259345679617992E-4
19880506,3.106155839447977E-4
19880507,9.460858395569041E-4
19880508,6.149629552416199E-6
19880509,2.2906412324724E-4
19880510,5.274289160000188E-4
19880511,0.0013275567784927615
19880512,1.6288136538430831E-4
19880513,2.477884053206358E-6
19880514,2.5386552870627216E-8
19880515,4.4107436991680515E-7
19880516,2.9394285120694613E-4
19880517,0.0075123861554697805
19880518,6.578598542870039E-4
19880519,2.7069588046255066E-5
19880520,4.093894355160471E-6
19880521,2.9084311932119862E-5
19880522,8.390448799741929E-5
19880523,7.584869470105649E-4
19880524,8.678593571413271E-5
19880525,0.00381721556325865
19880526,0.002286312519110174
19880527,0.0042627515683197805
19880528,0.002524954443350244
19880529,3.1531660482456E-4
19880530,6.530707584483738E-4
19880531,6.692943837528192E-4
19880601,9.645485281494652E-4
19880602,0.0013226979493092224
19880603,2.1154478569177057E-4
19880604,0.017250254511003066
19880605,0.011989472198061657
19880606,9.268859427949017E-7
19880607,1.4987338389587783E-11
19880608,8.542782882065036E-10
19880609,0.00164839289941451
19880610,2.8669352593780413E-4
19880611,1.602116499170155E-7
19880612,4.410743663640915E-7
19880613,1.2874602930423862E-6
19880614,5.91317942491991E-7
19880615,8.242667313105938E-4
19880616,0.0056603418375377
19880617,0.0036756722728979604
19880618,3.166753752357057E-6
19880619,1.8096806401815997E-5
19880620,7.319292649499414E-8
19880621,8.326373283472268E-6
19880622,4.8034388129923096E-4
19880623,0.0010456229435729118
19880624,0.0015908205270575803
19880625,2.9907789482382433E-4
19880626,8.52346317969932E-7
19880627,1.2921921666020353E-6
19880628,9.350479499375165E-7
19880629,3.71685992061777E-10
19880630,8.556218007749762E-7
19880701,1.0841324381012905E-4
19880702,4.137272834676867E-5
19880703,5.696677818666369E-4
19880704,0.022877889371015214
19880705,0.037949042115866326
19880706,2.600194102770005E-5
19880707,7.018723582884577E-5
19880708,1.3527764470813944E-4
19880709,1.048085399163025E-5
19880710,0.0028623124777985955
19880711,7.475208649451522E-4
19880712,0.0014101170621028173
19880713,4.3934981442860085E-4
19880714,2.1002946232910263E-4
19880715,1.2368630453665855E-5
19880716,2.0101797091010086E-4
19880717,5.634063312700247E-4
19880718,8.026800735247351E-5
19880719,1.9792203458476645E-6
19880720,1.3535215173020624E-7
19880721,4.917604437059032E-4
19880722,0.0012025765986606821
19880723,0.001595948531892826
19880724,1.6785745467224917E-6
19880725,1.3102402639215882E-6
19880726,1.1311873447864065E-6
19880727,8.395722943532746E-7
19880728,1.2859300630554412E-6
19880729,3.140021395617344E-5
19880730,1.2853599287154793E-6
19880731,8.523463748133508E-7
19880801,8.993181806914742E-7
19880802,2.4727161487563036E-5
19880803,1.835548005692841E-6
19880804,1.615277473585756E-5
19880805,0.003332185913783752
19880806,3.675307842354464E-5
19880807,2.8192064951537704E-4
19880808,1.7620361637807916E-4
19880809,1.4682083245833537E-4
19880810,7.94732167850656E-5
19880811,3.7371969290414205E-4
19880812,7.094880121446211E-4
19880813,2.4380713188940507E-4
19880814,6.606111288095582E-5
19880815,2.8167254721368005E-5
19880816,4.523010374795535E-5
19880817,2.4434341633237697E-5
19880818,0.0033014221933217298
19880819,0.001241278454244958
19880820,1.7046928064701206E-6
19880821,0.0011092123912172965
19880822,0.02014372667258382
19880823,0.019826452424806965
19880824,8.819432006545359E-4
19880825,1.855431760078923E-4
19880826,1.79782852558582E-5
19880827,0.005794924261089789
19880828,0.0018298562174465318
19880829,4.351108070745196E-7
19880830,4.261732051702438E-7
19880831,6.471186984659504E-7
19880901,3.296503296502727E-5
19880902,0.0016663869211963904
19880903,1.6390466498225537E-5
19880904,2.164542933318122E-6
19880905,2.318644211883966E-5
19880906,4.7541081760247124E-4
19880907,5.854737329150834E-4
19880908,3.435583773240044E-4
19880909,1.110201580079293E-5
19880910,3.777997770110415E-6
19880911,0.0060004091289744856
19880912,0.0016194577066803877
19880913,0.004063156277212411
19880914,0.0031251157329764104
19880915,0.03476936977832958
19880916,0.007333791062614261
19880917,0.004026692115557504
19880918,0.0010779411185154212
19880919,0.0024184037521660044
19880920,4.933974177567E-6
19880921,2.1517276422855502E-6
19880922,4.935372999170795E-9
19880923,8.523463748133508E-7
19880924,9.659847706403052E-6
19880925,0.001701257419850408
19880926,0.001021538826376422
19880927,0.004215325788693838
19880928,7.576802937659394E-7
19880929,8.817890488899138E-7
19880930,4.1422229452231496E-4
19881001,1.3529737295865432E-5
19881002,2.0051159017809413E-5
19881003,2.1359464881243184E-6
19881004,8.751497375669715E-7
19881005,0.0015753818961053705
19881006,0.0020804355483390385
19881007,8.583068797918258E-7
19881008,0.002302766268043698
19881009,8.636650932203338E-7
19881010,1.719342918377259E-6
19881011,0.0
19881012,6.915327809888974E-5
19881013,5.841796174060725E-6
19881014,4.261732051702438E-7
19881015,1.6219904137669324E-6
19881016,8.593513999332252E-7
19881017,1.2905247217531723E-6
19881018,2.1457663024193607E-6
19881019,8.508952760166721E-7
19881020,4.410743663640915E-7
19881021,5.978203141192707E-5
19881022,1.8184483533047804E-4
19881023,3.024164258123519E-6
19881024,0.0019605456987393235
19881025,8.466966133265801E-4
19881026,4.411656188381343E-7
19881027,2.139806724699156E-6
19881028,5.372969503049748E-5
19881029,9.234695824826392E-4
19881030,0.002327626067476009
19881031,0.0022640692037123474
19881101,0.0016621500073045763
19881102,5.830507240131329E-5
19881103,7.23455006980258E-6
19881104,9.81529101563503E-5
19881105,0.013099148508319608
19881106,5.064597052137623E-4
19881107,1.524097661082397E-6
19881108,0.0
19881109,5.75402838397871E-4
19881110,8.672277472383087E-4
19881111,2.9017462351123536E-5
19881112,2.1869980950846863E-6
19881113,7.190715136586764E-7
19881114,1.1527135664714705E-4
19881115,0.06130424199378895
19881116,0.00906954651760761
19881117,0.0035627446835542046
19881118,9.274348410570328E-5
19881119,4.773665109950451E-5
19881120,0.006530151659140849
19881121,0.005396200440171903
19881122,7.881662923835221E-4
19881123,3.328972390946772E-5
19881124,5.4522146074382805E-6
19881125,0.0020724766377352272
19881126,0.014271887869139504
19881127,0.01753042744703139
19881128,0.002873998315026531
19881129,0.0011527320495496962
19881130,6.006643879218991E-5
19881201,7.017163358734005E-5
19881202,0.0036225633437092695
19881203,0.0017513937214169296
19881204,1.629559825556798E-4
19881205,1.0794468449202632E-9
19881206,0.004287915678746801
19881207,0.003645153861864744
19881208,0.0015501439675562976
19881209,0.006124927117280406
19881210,0.002896573800147305
19881211,0.014195186983680916
19881212,0.003907345490461709
19881213,0.0021621738159254313
19881214,0.010318638055676588
19881215,0.018885462049408178
19881216,0.011136308638333842
19881217,0.005305206370803203
19881218,0.010939274360631392
19881219,0.00360585820666719
19881220,1.7100085422625208E-4
19881221,0.0041298696824101635
19881222,0.002763244943612513
19881223,0.009620144686890084
19881224,0.005513923406285703
19881225,6.396778780227046E-4
19881226,0.0144890894819236
19881227,6.429589432714051E-4
19881228,4.097125758226269E-4
19881229,6.712749280906333E-4
19881230,0.001764339803600239
19881231,0.0051999256991724545
19890101,0.021004193064283406
19890102,0.01379704175122413
19890103,0.0051841297325309794
19890104,0.0011434353885910933
19890105,0.010270523420973636
19890106,0.02648176879084473
19890107,0.009416495078247688
19890108,2.321726575112818E-4
19890109,2.5290687568162822E-5
19890110,0.005744521660351125
19890111,1.3206163727180585E-4
19890112,0.0015431246761590087
19890113,0.003764320752132903
19890114,0.0015848229810429266
19890115,0.0025570617328794392
19890116,2.51981756546799E-4
19890117,1.8192714087311793E-4
19890118,0.01189778588706595
19890119,0.010500121646098563
19890120,7.792055236606572E-4
19890121,0.003734537037399276
19890122,0.012338592033698673
19890123,0.015226980879601937
19890124,0.004323063330078596
19890125,0.0046628866562059765
19890126,0.0029168574184946436
19890127,0.011071367882080576
19890128,0.012652582741329877
19890129,0.014383996898233707
19890130,4.904282701534034E-4
19890131,0.0010472246258058878
19890201,0.0018717223311417782
19890202,1.807779051234202E-5
19890203,0.0010318096502349933
19890204,0.024910751468487227
19890205,0.0061623984540800725
19890206,9.967474398480062E-4
19890207,1.5005476066506869E-5
19890208,8.276853994093589E-5
19890209,4.74490423488538E-4
19890210,0.003559330109437439
19890211,6.370270037867079E-4
19890212,0.007434585604854337
19890213,0.006732727484559784
19890214,0.00179227931126865
19890215,3.120913887007892E-4
19890216,2.3129731768818448E-4
19890217,0.0010905380663573214
19890218,3.331550213036095E-4
19890219,2.847089467584301E-4
19890220,0.008346648332305383
19890221,1.1891144679971942E-4
19890222,1.5340350861908316E-5
19890223,2.0981365512716486E-5
19890224,4.8746688971548974E-4
19890225,7.334969260102714E-5
19890226,0.0025272657433915804
19890227,0.003591481475373307
19890228,0.0016751434144341435
19890301,0.0017499809906171108
19890302,9.293051613884723E-4
19890303,0.002280531778839319
19890304,0.009491416797826882
19890305,0.006986509920301469
19890306,1.534244777793906E-4
19890307,2.0088620434414547E-4
19890308,1.76886204144695E-6
19890309,0.0013065802059308619
19890310,1.1149913949345353E-4
19890311,5.370518651257503E-4
19890312,0.00735493071022815
19890313,7.544738325048954E-5
19890314,1.912815526718786E-4
19890315,0.0167917224353897
19890316,0.01854355267268016
19890317,0.0040152997190590215
19890318,0.0034007205915709683
19890319,1.4434321939210828E-4
19890320,4.4656413747103075E-4
19890321,4.394078121972355E-4
19890322,5.253697613319191E-4
19890323,0.0022372478223221196
19890324,0.01670177590308853
19890325,0.027835690673092016
19890326,0.022299170521703847
19890327,0.006848671065627462
19890328,4.355838843137738E-4
19890329,0.0025858259751560674
19890330,0.0068798358480038095
19890331,0.0077210866863369285
19890401,0.030570047926630095
19890402,0.02681941659653771
19890403,0.0021064124170597147
19890404,0.0010433381647430848
19890405,7.765700417196226E-4
19890406,5.714116388347388E-5
19890407,0.0013374939216542513
19890408,0.005583195061865495
19890409,0.005256926334345375
19890410,0.009182278657209112
19890411,0.009408972349080053
19890412,0.005294631532203739
19890413,0.001329751793451575
19890414,4.531091017465756E-7
19890415,3.192303076982198E-7
19890416,2.0527857645450594E-6
19890417,1.892996098003706E-4
19890418,8.894377570675682E-5
19890419,0.0010717685582965356
19890420,3.935417458165077E-4
19890421,8.747835905537604E-4
19890422,0.007973535535279382
19890423,0.02299757804108049
19890424,0.016620100964574037
19890425,0.00877760029553341
19890426,0.02258850569201513
19890427,0.0021088125528100268
19890428,3.199912071472162E-5
19890429,8.889136431358294E-4
19890430,5.880936130409941E-4
19890501,0.0026862422072166975
19890502,0.0010099673475482552
19890503,5.142213794405031E-4
19890504,1.0894727236306754E-4
19890505,9.92735514456164E-4
19890506,0.007592766005278889
19890507,0.0015791436490020562
19890508,0.005126774063769616
19890509,0.0018633211289354147
19890510,0.0018672750340594335
19890511,0.0011072503753540085
19890512,0.013256054851569651
19890513,0.005123204557111944
19890514,0.002013861340945289
19890515,0.0018028328233291875
19890516,0.013528351837429793
19890517,0.0026202217370144276
19890518,3.0260761066554008E-5
19890519,1.046776763983477E-4
19890520,0.01291356287111671
19890521,6.130037586204004E-4
19890522,0.0018529378935510912
19890523,8.583068833445395E-7
19890524,8.590437232669501E-7
19890525,1.3549372009707876E-6
19890526,2.6104312038022654E-4
19890527,0.0038935080127059153
19890528,6.273819366411434E-4
19890529,8.486093910175462E-5
19890530,5.021347505290333E-4
19890531,1.3168370312658151E-4
19890601,3.0597447808429395E-5
19890602,0.003984696579620544
19890603,0.0021164916315580453
19890604,0.003204089844529579
19890605,0.022348229203022565
19890606,1.2384151005362796E-4
19890607,0.0
19890608,3.546177849542315E-6
19890609,0.0014981194142873243
19890610,0.002106106750384209
19890611,0.002193567218984168
19890612,7.711195625554597E-4
19890613,7.818133380804524E-5
19890614,1.7195939676639682E-6
19890615,8.461849004386764E-5
19890616,4.618171742907388E-4
19890617,9.83050908357332E-4
19890618,3.929324490742523E-4
19890619,3.4429275987982443E-4
19890620,0.010045926098360625
19890621,0.038387777958729455
19890622,0.007790437082895902
19890623,0.003177237943815231
19890624,0.0020763595324904114
19890625,2.328573903156688E-6
19890626,8.462511334612283E-4
19890627,0.0026025433717435644
19890628,0.002931480659987934
19890629,0.0010116363990562503
19890630,7.000530654263042E-4
19890701,1.8276419751773258E-4
19890702,5.6102897744510485E-5
19890703,0.0034928501958997322
19890704,3.8722291594315634E-4
19890705,4.216895945808087E-6
19890706,2.904887350991092E-4
19890707,2.4548796367178215E-5
19890708,8.553265615773853E-7
19890709,0.006976007500555018
19890710,2.1199915437085894E-4
19890711,5.718313066913729E-4
19890712,2.751002987233213E-5
19890713,1.241447474779933E-5
19890714,3.132451167879949E-6
19890715,1.5565245733489854E-4
19890716,1.9787203989260306E-4
19890717,0.0013210689066477086
19890718,0.001040334147803487
19890719,3.438358903980326E-5
19890720,0.0
19890721,1.2829780189349549E-6
19890722,6.616474366376311E-4
19890723,0.007249622789025306
19890724,3.484402467883691E-4
19890725,0.005751602772204788
19890726,0.003350179916054205
19890727,9.740773421399216E-4
19890728,6.290412289732159E-4
19890729,0.003193466970283321
19890730,0.01028382818782914
19890731,0.0013063473716005847
19890801,1.4566463952931378E-6
19890802,3.0667841179694E-8
19890803,3.277080445084925E-5
19890804,0.00137420982899913
19890805,6.229772528893332E-4
19890806,9.025457506252747E-6
19890807,0.0010813224427598809
19890808,7.24550517384119E-5
19890809,2.3980139303068644E-5
19890810,3.5646462488450213E-4
19890811,4.527878629482603E-4
19890812,6.313855095907224E-4
19890813,3.646096902323503E-4
19890814,4.25358037850714E-4
19890815,9.976666866485008E-4
19890816,0.0016465541387397588
19890817,0.0023418992652885873
19890818,0.0012078240275651662
19890819,9.817451260704714E-4
19890820,0.0029617570799570876
19890821,3.031413649343608E-4
19890822,6.681680477800863E-7
19890823,3.4720956949483867E-4
19890824,2.184990290454023E-4
19890825,1.7166130419354886E-6
19890826,1.7769157714046392E-4
19890827,3.0078691516936643E-9
19890828,4.351138045421976E-7
19890829,2.30727077040026E-7
19890830,3.5086633093788114E-7
19890831,2.8040163561425897E-5
19890901,3.5637387691241846E-6
19890902,4.1433548975483515E-5
19890903,6.624317086707819E-5
19890904,0.008037195455631809
19890905,5.228907605975186E-4
19890906,1.6161661542552245E-4
19890907,3.368918443561201E-5
19890908,0.0
19890909,0.0
19890910,0.0
19890911,0.0037433715104812893
19890912,0.0016685041689047388
19890913,1.6434695632547045E-6
19890914,4.261732087229575E-7
19890915,2.1483205046024523E-6
19890916,8.631795367364248E-7
19890917,4.1860511232309875E-4
19890918,0.0
19890919,7.903454507058084E-4
19890920,4.036076202489533E-5
19890921,6.288387670470304E-5
19890922,1.7177398490994026E-4
19890923,1.2803299682673241E-6
19890924,1.7078540963666455E-6
19890925,0.0013429272433481568
19890926,0.005355782918564713
19890927,5.849681784891773E-6
19890928,1.585577831270357E-5
19890929,2.4327447673978885E-8
19890930,1.299340732505962E-6
19891001,1.267747593319912E-4
19891002,7.689221535621668E-4
19891003,1.0478622744902912E-4
19891004,9.41850806775308E-5
19891005,8.612871056357108E-7
19891006,4.004579247033727E-6
19891007,9.669182083881771E-4
19891008,6.044176008936708E-4
19891009,1.7617125287207325E-4
19891010,3.811505905840841E-4
19891011,1.2756168530358991E-6
19891012,7.409142752059218E-6
19891013,6.731282052302495E-7
19891014,8.529567594450782E-7
19891015,2.571194727352122E-6
19891016,0.001672656144543743
19891017,7.055166432384065E-4
19891018,4.895327676154288E-4
19891019,0.0010502190453737122
19891020,5.690795667448433E-4
19891021,1.1506931020723055E-5
19891022,1.866318836982015E-4
19891023,0.0012020609540644223
19891024,0.013429971255385233
19891025,0.006021481867798135
19891026,0.00783210694704718
19891027,1.1462461732064378E-5
19891028,2.7981204316099013E-4
19891029,4.361199093664267E-4
19891030,8.439794377484621E-6
19891031,0.013217067446485669
19891101,0.002946062176485546
19891102,0.006024743381449894
19891103,5.699487277176172E-4
19891104,0.00456207824286764
19891105,0.004681717271942498
19891106,0.009453053090046291
19891107,8.992955618775758E-4
19891108,1.874296195349692E-6
19891109,0.0035441800517452024
19891110,0.02715728465738409
19891111,0.018414084705120654
19891112,0.006542050884931206
19891113,1.9849142160916362E-4
19891114,1.8510010336922515E-5
19891115,8.22148120660073E-4
19891116,0.013939494555933457
19891117,0.015008278634987209
19891118,0.01804084968545912
19891119,0.011284828241442833
19891120,3.915658069370318E-4
19891121,9.183580499068711E-7
19891122,2.554669833898515E-6
19891123,0.0
19891124,5.468298059794117E-4
19891125,5.43006860331207E-4
19891126,0.0024175073659597934
19891127,2.2217669097887786E-4
19891128,1.5635824784999942E-4
19891129,3.836730072307366E-5
19891130,2.1445361654862555E-6
19891201,4.526880598559821E-7
19891202,9.127533596888977E-4
19891203,0.01722565960697753
19891204,0.02824791114639629
19891205,0.010029202125646187
19891206,0.005994872947706374
19891207,0.015201682806373818
19891208,0.007782149691709616
19891209,0.0026994093768221514
19891210,0.001754940677072419
19891211,6.867691466099115E-4
19891212,0.007171211192910547
19891213,0.015622669091199486
19891214,0.008233362966812227
19891215,9.764590541727369E-4
19891216,1.592071294540705E-4
19891217,1.4012292128637977E-6
19891218,1.4046965108628616E-6
19891219,9.589940791186251E-6
19891220,8.177700745930523E-4
