YYYY-MM-DD,Q,model output
2016-01-07,330.159,216.69980038574528
2016-01-08,251.922,214.41762660326813
2016-01-09,139.478,212.1619061037309
2016-01-10,72.68,212.1424579772871
2016-01-11,48.257,210.20328947753544
2016-01-12,36.304,209.86884356967477
2016-01-13,28.617,209.96958927764143
2016-01-14,22.999,211.8023535194446
2016-01-15,19.682,231.68089576139874
2016-01-16,22.023,243.7187038319776
2016-01-17,42.03,241.12377526195684
2016-01-18,41.632,238.55893374850004
2016-01-19,36.429,236.02382956368646
2016-01-20,30.468,233.51811704415326
2016-01-21,24.019,231.04145454386534
2016-01-22,19.821,238.28845310876568
2016-01-23,22.082,293.8570106325763
2016-01-24,93.038,291.9931957912737
2016-01-25,77.126,288.8392482428076
2016-01-26,48.022,300.5241113327918
2016-01-27,93.737,297.2713519510869
2016-01-28,66.676,328.4662839856265
2016-01-29,43.3,324.8897260822255
2016-01-30,37.046,322.4287855987442
2016-01-31,33.332,319.3520344109961
2016-02-01,30.144,315.88122052795126
2016-02-02,23.129,312.45066994190125
2016-02-03,18.611,309.05991469693305
2016-02-04,15.752,305.7084922751469
2016-02-05,14.246,310.6037526029801
2016-02-06,18.987,311.98955873230454
2016-02-07,39.572,310.8686165068013
2016-02-08,38.668,308.76430859536447
2016-02-09,31.365,309.9248767351981
2016-02-10,25.882,308.68968387701227
2016-02-11,21.423,305.34273766189347
2016-02-12,18.137,302.30659905968264
2016-02-13,15.728,299.86027435444487
2016-02-14,13.913,296.6157483844299
2016-02-15,12.53,293.5372291870409
2016-02-16,11.416,299.2058634541017
2016-02-17,10.45,298.5221466173761
2016-02-18,9.625,295.2932257505925
2016-02-19,8.824,292.4719182825559
2016-02-20,8.214,289.31317164546203
2016-02-21,13.922,294.0481059488344
2016-02-22,9.637,306.42133098281977
2016-02-23,9.917,303.1009660626499
2016-02-24,9.581,299.8191136210684
2016-02-25,9.023,296.5753260667025
2016-02-26,7.838,293.36916100941625
2016-02-27,6.858,290.4226176473398
2016-02-28,8.54,291.40855578480046
2016-02-29,12.362,288.2623420473037
2016-03-01,12.675,285.1526166497516
2016-03-02,11.44,282.0789555236202
2016-03-03,9.013,279.113325572565
2016-03-04,7.856,276.1097003434811
2016-03-05,6.942,273.14090627775516
2016-03-06,6.114,270.2065385642983
2016-03-07,5.453,267.3061970961885
2016-03-08,5.028,264.43948641601423
2016-03-09,4.7,261.6060156618513
2016-03-10,4.431,258.80539851386874
2016-03-11,4.205,265.2552487520707
2016-03-12,3.957,262.41237453337123
2016-03-13,3.753,259.60246294006555
2016-03-14,3.488,259.49868260073606
2016-03-15,3.333,261.4719583408638
2016-03-16,3.46,258.8245615038548
2016-03-17,4.603,256.3922144387373
2016-03-18,5.48,253.65214308078757
2016-03-19,6.327,270.0664307265268
2016-03-20,5.518,267.1679288673953
2016-03-21,5.082,264.3030353883291
2016-03-22,5.015,261.47135969632285
2016-03-23,4.633,258.67251573726685
2016-03-24,4.4,255.90612194320966
2016-03-25,4.583,253.17180118023427
2016-03-26,4.582,252.66988255193692
2016-03-27,4.116,255.54293570303406
2016-03-28,3.866,253.21140538065976
2016-03-29,3.671,254.26561218084362
2016-03-30,3.561,251.65160512036235
2016-03-31,3.636,252.80799227279937
2016-04-01,3.767,250.10966176905703
2016-04-02,3.522,247.44261285080105
2016-04-03,3.355,244.80648196721532
2016-04-04,3.244,242.69618152178046
2016-04-05,3.07,240.30419017553444
2016-04-06,2.771,237.75080911812955
2016-04-07,2.596,235.22702503769375
2016-04-08,2.51,232.8412012430538
2016-04-09,2.758,239.24646274740505
2016-04-10,2.661,238.30592198735528
2016-04-11,2.53,240.72987102910002
2016-04-12,2.532,238.1716155309396
2016-04-13,2.488,235.64301331442476
2016-04-14,2.253,233.14371975368212
2016-04-15,2.216,230.6733942275904
2016-04-16,2.168,228.23170007324953
2016-04-17,2.117,225.9951129815824
2016-04-18,2.157,224.37700022915226
2016-04-19,2.193,224.5314962350271
2016-04-20,2.274,222.160991614089
2016-04-21,2.499,219.81795818370298
2016-04-22,2.163,217.50207667589288
2016-04-23,2.265,218.08149745908756
2016-04-24,2.504,215.94531147108788
2016-04-25,2.584,213.67431137362934
2016-04-26,3.236,211.42962597416096
2016-04-27,5.628,210.0637940392092
2016-04-28,6.468,210.12715087394182
2016-04-29,5.548,207.92356989046107
2016-04-30,5.194,220.98314401233804
2016-05-01,5.072,220.06199517504146
2016-05-02,5.004,227.8743311794803
2016-05-03,4.573,238.3066171327727
2016-05-04,5.523,236.24948559509141
2016-05-05,6.488,233.7433033986479
2016-05-06,6.098,231.26616841536818
2016-05-07,5.7,228.81774306968933
2016-05-08,5.028,226.39769370881973
2016-05-09,4.358,224.00569055716156
2016-05-10,3.93,221.6414076712625
2016-05-11,3.581,219.7034128221744
2016-05-12,3.294,217.38898587974265
2016-05-13,2.996,215.1013776292747
2016-05-14,2.769,212.84027639176307
2016-05-15,2.574,210.6053741100838
2016-05-16,2.369,208.39636630691476
2016-05-17,2.2,207.45073435100247
2016-05-18,2.103,205.7476077014177
2016-05-19,2.096,205.04447139972783
2016-05-20,2.106,202.89989191895066
2016-05-21,2.069,200.78015716116508
2016-05-22,1.995,199.41374099767208
2016-05-23,1.881,197.33439079003003
2016-05-24,1.783,195.27912721501323
2016-05-25,1.633,193.2476703423621
2016-05-26,1.565,192.58397384889113
2016-05-27,1.559,195.88310248304094
2016-05-28,1.52,193.8446468794678
2016-05-29,1.447,191.8298025693843
2016-05-30,1.374,189.8382951469541
2016-05-31,1.329,187.86985339514064
2016-06-01,1.391,185.92420924865596
2016-06-02,1.584,184.00109775734106
2016-06-03,1.82,182.27253476494042
2016-06-04,1.754,201.57993907161756
2016-06-05,8.689,227.52144616073855
2016-06-06,78.53,225.11650864880596
2016-06-07,101.929,222.7394411269082
2016-06-08,54.307,220.3899197043883
2016-06-09,32.795,218.0676242543153
2016-06-10,22.006,215.77223836975483
2016-06-11,16.544,213.50344932054745
2016-06-12,14.652,211.26094801058898
2016-06-13,12.686,209.04442893560744
2016-06-14,12.326,206.85359014143037
2016-06-15,10.612,204.68813318273678
2016-06-16,9.339,202.54776308228855
2016-06-17,8.389,200.43218829063557
2016-06-18,7.604,201.52761810589826
2016-06-19,7.109,211.88105542102156
2016-06-20,7.256,238.43727825151447
2016-06-21,7.982,235.90594097933618
2016-06-22,12.544,251.23194427095123
2016-06-23,49.057,253.0896835711048
2016-06-24,48.173,250.38858428270802
2016-06-25,42.438,247.7187959438319
2016-06-26,32.01,245.49048391250054
2016-06-27,34.484,243.01088080241763
2016-06-28,25.316,240.42661026710783
2016-06-29,20.533,237.87229298715778
2016-06-30,18.085,235.3475808707008
2016-07-01,16.565,232.86020739166136
2016-07-02,14.961,230.39358343046894
2016-07-03,13.517,227.95554553032667
2016-07-04,12.502,225.54576148631384
2016-07-05,11.595,230.37191249015362
2016-07-06,10.854,227.93413982262845
2016-07-07,10.062,228.9644306344576
2016-07-08,9.902,227.5333266864432
2016-07-09,23.571,225.5029510247405
2016-07-10,36.707,223.12160999428815
2016-07-11,32.895,220.76786377888874
2016-07-12,27.057,219.0426177276165
2016-07-13,22.802,220.82278928760965
2016-07-14,19.552,218.59723769236712
2016-07-15,18.887,216.2959212944694
2016-07-16,18.644,215.02834725385821
2016-07-17,16.16,212.9996200897022
2016-07-18,14.777,210.76316043410534
2016-07-19,13.848,208.55261182396464
2016-07-20,13.176,206.38087170182868
2016-07-21,12.764,209.56072028920113
2016-07-22,12.569,207.36410296743122
2016-07-23,18.672,208.36671145666722
2016-07-24,21.046,206.18392655410423
2016-07-25,17.952,204.02642885535784
2016-07-26,18.15,201.8939244914675
2016-07-27,15.633,199.78612300830946
2016-07-28,14.024,203.64774658262752
2016-07-29,12.871,201.51962646774257
2016-07-30,11.893,199.41615824397192
2016-07-31,11.101,198.05103620198184
2016-08-01,10.391,195.98774456649284
2016-08-02,9.768,193.9483514270871
2016-08-03,13.23,198.0744296569344
2016-08-04,191.081,237.9257019843685
2016-08-05,249.458,235.40050826680425
2016-08-06,177.144,232.90458066576036
2016-08-07,120.066,231.78908490963047
2016-08-08,81.752,229.3350126718883
2016-08-09,62.194,226.90938002757585
2016-08-10,48.136,224.51185647869463
2016-08-11,39.795,225.86776225823402
2016-08-12,33.676,223.5620553106271
2016-08-13,28.844,221.2033236840129
2016-08-14,25.313,218.87192364706237
2016-08-15,22.503,216.567537577218
2016-08-16,20.397,214.2898515427207
2016-08-17,18.763,212.03855525972853
2016-08-18,17.41,209.81334204993308
2016-08-19,16.235,207.61390879866886
2016-08-20,15.257,205.43995591350824
2016-08-21,14.381,203.2911872833387
2016-08-22,13.594,201.27366734128012
2016-08-23,13.52,204.36527628045536
2016-08-24,14.261,220.52724299365846
2016-08-25,19.486,222.28470768062166
2016-08-26,27.364,219.94079312080785
2016-08-27,42.371,217.62403776779064
2016-08-28,39.269,215.3341260037895
2016-08-29,28.911,213.07074587851565
2016-08-30,23.401,210.8793143449477
2016-08-31,20.13,215.57205470808626
2016-09-01,17.935,214.12918303321453
2016-09-02,16.463,213.3147468733523
2016-09-03,15.991,224.93339736149304
2016-09-04,16.871,222.55880706305754
2016-09-05,39.799,220.21173227436856
2016-09-06,35.835,217.8918532389605
2016-09-07,26.164,215.59885391593153
2016-09-08,21.06,213.33242193677404
2016-09-09,18.232,211.09224856270737
2016-09-10,16.467,210.95321364372245
2016-09-11,15.321,208.74060339632155
2016-09-12,14.328,206.55362627521595
2016-09-13,16.128,204.39198439743052
2016-09-14,14.973,215.58650513975425
2016-09-15,14.181,221.27190305090616
2016-09-16,31.051,226.8696680430476
2016-09-17,58.185,224.4726574447176
2016-09-18,39.261,223.91938116321987
2016-09-19,29.684,221.55655828357988
2016-09-20,24.216,219.22111393618704
2016-09-21,37.965,224.97522806199083
2016-09-22,30.039,222.60017769494016
2016-09-23,24.663,220.25264789344885
2016-09-24,24.309,217.93231884482864
2016-09-25,22.649,215.6388744525867
2016-09-26,20.452,213.37200229324858
2016-09-27,18.544,211.1313935736842
2016-09-28,18.658,208.9167430889287
2016-09-29,17.024,206.75949182104137
2016-09-30,15.386,205.17975948038242
2016-10-01,14.31,203.0340539891178
2016-10-02,20.196,200.91320386147268
2016-10-03,19.352,203.21267095642253
2016-10-04,16.233,201.08974647286698
2016-10-05,14.508,198.9914125982462
2016-10-06,17.335,196.91738356617768
2016-10-07,16.511,194.8673769309067
2016-10-08,13.898,194.0061116342705
2016-10-09,12.566,193.00633186253268
2016-10-10,11.502,191.0016160504597
2016-10-11,11.002,190.89322712647788
2016-10-12,11.352,188.9129776242931
2016-10-13,11.164,186.95566069332634
2016-10-14,14.0,185.02100983396662
2016-10-15,12.002,183.1087616433771
2016-10-16,11.073,181.21865577951547
2016-10-17,11.637,191.8181190705993
2016-10-18,10.234,190.48439040255687
2016-10-19,9.486,188.50884372355873
2016-10-20,9.387,186.55617498093915
2016-10-21,11.393,184.62611830990545
2016-10-22,9.469,197.33890940830426
2016-10-23,9.068,204.9412617177682
2016-10-24,8.837,202.79823968593593
2016-10-25,22.0,200.680041811653
2016-10-26,17.546,198.58637961495887
2016-10-27,13.379,199.11444472132786
2016-10-28,11.415,201.5779666804552
2016-10-29,10.233,201.9065927858779
2016-10-30,9.714,200.50644211468318
2016-10-31,10.938,212.36360516307644
2016-11-01,14.769,210.13458509929967
2016-11-02,16.026,207.93138850193438
2016-11-03,20.616,205.75371527967545
2016-11-04,14.769,203.6012688282714
2016-11-05,11.651,201.61268967424533
2016-11-06,9.405,199.50821001786218
2016-11-07,7.963,197.42810655300488
2016-11-08,6.999,195.37209600575505
2016-11-09,6.405,201.43252003900997
2016-11-10,6.367,209.4261834108878
2016-11-11,6.231,207.23118167694793
2016-11-12,6.461,227.98533074348768
2016-11-13,8.968,228.82260218951808
2016-11-14,8.656,226.40290243807792
2016-11-15,16.016,224.0112418775622
2016-11-16,15.219,221.6472946712621
2016-11-17,11.117,219.3107387686329
2016-11-18,10.366,217.00125586130468
2016-11-19,9.426,214.7185313396051
2016-11-20,7.54,212.46225424958612
2016-11-21,6.38,211.46306777048093
2016-11-22,5.622,209.24450549163302
2016-11-23,5.305,207.05164501854847
2016-11-24,5.248,204.8905027422502
2016-11-25,5.358,202.7480791899247
2016-11-26,4.753,201.32192000144562
2016-11-27,4.261,199.22083144728978
2016-11-28,3.851,198.26218516610547
2016-11-29,3.539,197.1310597102936
2016-11-30,3.475,198.91720004773788
2016-12-01,3.368,201.74191251168392
2016-12-02,3.899,200.60659516194008
2016-12-03,4.292,198.51377428685592
2016-12-04,4.2,196.44638323449198
2016-12-05,3.747,194.72104917873645
2016-12-06,3.568,201.15578172420828
2016-12-07,3.33,208.58917954601236
2016-12-08,3.259,218.23082788846833
2016-12-09,3.055,225.4829240438353
2016-12-10,3.323,223.10190597727797
2016-12-11,4.105,220.74847744456193
2016-12-12,4.543,218.4223178352835
2016-12-13,4.71,216.22232007430821
2016-12-14,4.036,213.9486008211909
2016-12-15,3.33,212.00423606247475
2016-12-16,2.981,217.0591046519795
2016-12-17,2.886,217.0567571086951
2016-12-18,2.801,214.7733723683987
2016-12-19,2.637,212.51644254668332
2016-12-20,2.974,210.28566021757103
2016-12-21,4.361,211.45353220973976
2016-12-22,4.248,209.62047656749124
2016-12-23,3.74,207.4315708152247
2016-12-24,3.324,207.98314613917316
2016-12-25,2.92,214.5802548046312
2016-12-26,2.886,213.46162943225778
2016-12-27,2.782,211.21989263763945
2016-12-28,5.384,209.0041267276439
2016-12-29,7.657,206.81402990119528
2016-12-30,6.152,204.6493038641086
2016-12-31,4.446,202.50965378834505
2017-01-01,3.58,200.394788271741
2017-01-02,3.313,234.24389660526677
2017-01-03,2.955,232.56272727841858
2017-01-04,5.91,230.0997404131979
2017-01-05,15.998,229.17336003209127
2017-01-06,12.132,226.74965111369778
2017-01-07,8.687,224.35402771804232
2017-01-08,6.549,221.98616347218194
2017-01-09,5.437,219.71975155810912
2017-01-10,4.637,217.4055828089369
2017-01-11,4.072,215.1182266455272
2017-01-12,3.615,212.85737148623127
2017-01-13,3.11,210.80446396322424
2017-01-14,2.69,208.59358379816555
2017-01-15,2.344,208.43296671319084
2017-01-16,2.149,206.2495575084515
2017-01-17,1.936,204.09144135477456
2017-01-18,1.772,201.95832432741253
2017-01-19,1.81,203.25968591119067
2017-01-20,1.862,201.1361990076818
2017-01-21,2.344,213.9952228286506
2017-01-22,2.22,211.74737100092432
2017-01-23,2.096,209.5255610763846
2017-01-24,2.219,207.32949042889868
2017-01-25,5.391,206.40848289100404
2017-01-26,4.597,208.2845426224551
2017-01-27,3.779,206.29572777866042
2017-01-28,3.295,204.13706668826336
2017-01-29,4.692,202.00341101907557
2017-01-30,8.116,218.5882149584652
2017-01-31,6.365,216.28715261282272
2017-02-01,4.717,214.01275048307556
2017-02-02,4.479,211.76469875867278
2017-02-03,3.835,209.54269122900715
2017-02-04,3.229,212.4369463356271
2017-02-05,2.951,228.79027118931262
2017-02-06,4.717,226.70516288028944
2017-02-07,5.493,224.3100714770925
2017-02-08,3.505,224.39424849337956
2017-02-09,2.61,222.02593540865186
2017-02-10,1.996,219.68506395216664
2017-02-11,1.808,217.37131523423747
2017-02-12,1.685,215.0843740705997
2017-02-13,1.439,212.82392893935946
2017-02-14,1.25,210.58967193844353
2017-02-15,1.306,208.38129760983696
2017-02-16,1.163,206.19850630930026
2017-02-17,1.018,204.0410007437458
2017-02-18,1.014,211.98868216835584
2017-02-19,0.944,221.688302260434
2017-02-20,1.267,240.35801793949193
2017-02-21,2.006,237.8047546126088
2017-02-22,1.665,235.28108200816743
2017-02-23,1.978,232.7866562657856
2017-02-24,2.112,230.32113752060823
2017-02-25,1.773,227.88418985688688
2017-02-26,1.504,227.1011448709971
2017-02-27,1.544,228.4602803898543
2017-02-28,1.596,227.73320966978793
2017-03-01,1.521,240.5902979728188
2017-03-02,1.424,238.29569491459793
2017-03-03,2.076,263.7301488037155
2017-03-04,4.522,262.0842884827625
2017-03-05,6.794,282.82805348761366
2017-03-06,7.949,285.2624119223024
2017-03-07,10.823,282.1888240849025
2017-03-08,16.206,279.15087267709174
2017-03-09,13.845,276.1481435960864
2017-03-10,11.389,273.1802275506625
2017-03-11,11.429,270.2467200052562
2017-03-12,9.488,267.34722112471303
2017-03-13,8.102,264.4813357196788
2017-03-14,6.591,281.23407576490087
2017-03-15,5.64,278.2425908678871
2017-03-16,110.46,298.5962903938515
2017-03-17,136.526,295.36823719790755
2017-03-18,138.719,297.2957737216571
2017-03-19,449.158,305.4175152614627
2017-03-20,1105.048,302.47702900569305
2017-03-21,414.446,303.42780498217576
2017-03-22,173.869,317.8630144806409
2017-03-23,173.587,323.26768619136004
2017-03-24,142.675,319.7536783894766
2017-03-25,140.74,316.2804234765075
2017-03-26,133.577,313.82573198804323
2017-03-27,130.199,310.42122481772776
2017-03-28,94.556,307.0561981402622
2017-03-29,68.667,303.7301931985002
2017-03-30,52.303,333.2560762695035
2017-03-31,57.668,385.4115430629197
2017-04-01,129.176,381.17708082506266
2017-04-02,133.602,376.9917415086727
2017-04-03,105.666,372.8549543351119
2017-04-04,101.444,368.7661551573132
2017-04-05,104.091,364.7247863827389
2017-04-06,104.412,360.73029689723495
2017-04-07,103.054,359.0623536684474
2017-04-08,101.34,355.1335507752405
2017-04-09,84.02,351.25031917147743
2017-04-10,66.689,347.9242774588164
2017-04-11,55.35,344.1246658044825
2017-04-12,46.154,341.8732715864455
2017-04-13,39.863,339.8711028747731
2017-04-14,37.485,336.16490142833567
2017-04-15,34.699,332.5016846870589
2017-04-16,30.717,328.8809531903834
2017-04-17,27.325,325.3022132807841
2017-04-18,24.558,325.2932918683254
2017-04-19,22.411,321.75616586165734
2017-04-20,20.792,318.28199182610655
2017-04-21,19.446,314.8261744823361
2017-04-22,18.228,311.41043244466687
2017-04-23,17.274,308.3693685925682
2017-04-24,16.531,305.02850016700745
2017-04-25,15.855,301.91473097539034
2017-04-26,15.426,319.25695743685594
2017-04-27,15.096,319.87915376221565
2017-04-28,15.492,319.8107993361538
2017-04-29,18.378,316.3373134545777
2017-04-30,19.409,312.90410781949527
2017-05-01,16.514,309.51071439598155
2017-05-02,14.709,306.1566705870304
2017-05-03,13.666,302.84151917038037
2017-05-04,12.984,300.2825299763034
2017-05-05,12.485,297.03549131210076
2017-05-06,12.548,293.8261016838144
2017-05-07,12.974,290.653923627723
2017-05-08,12.343,287.51852476286376
2017-05-09,11.633,284.4194777319842
2017-05-10,10.61,282.2571333367785
2017-05-11,9.97,279.21908513682
2017-05-12,9.516,276.2162575900771
2017-05-13,9.176,273.24824144763545
2017-05-14,8.997,272.2667922348877
2017-05-15,8.955,269.70488036073255
2017-05-16,9.067,266.8123471248081
2017-05-17,9.116,263.95334370012387
2017-05-18,9.251,261.12748048348436
2017-05-19,9.022,258.33437239842965
2017-05-20,8.662,272.62284619293763
2017-05-21,8.531,269.6965030211688
2017-05-22,10.066,266.80408244418754
2017-05-23,13.267,263.9592234188297
2017-05-24,12.868,261.13394803667387
2017-05-25,11.151,258.3407793788135
2017-05-26,9.725,255.57998587967882
2017-05-27,8.821,252.85119135243022
2017-05-28,8.239,250.4918922015313
2017-05-29,7.796,247.8220681442604
2017-05-30,7.433,245.1831860252048
2017-05-31,7.092,242.57488630997528
2017-06-01,6.907,241.8776483877443
2017-06-02,6.692,239.30765387568297
2017-06-03,6.692,236.7674413128578
2017-06-04,6.464,235.10882838092283
2017-06-05,6.463,232.61726993378718
2017-06-06,6.583,230.15458203298698
2017-06-07,8.6,228.29322267880264
2017-06-08,7.844,227.65032817538892
2017-06-09,7.611,226.05302196330203
2017-06-10,10.763,227.1572697461519
2017-06-11,19.187,224.75783252569127
2017-06-12,19.899,226.52501881747554
2017-06-13,19.801,225.72041583340487
2017-06-14,21.595,224.02580264365275
2017-06-15,25.701,221.6626343235255
2017-06-16,31.466,232.50864999537544
2017-06-17,30.286,236.4060701406938
2017-06-18,25.288,235.39846446387153
2017-06-19,22.139,237.06135662440133
2017-06-20,20.892,234.54711906885296
2017-06-21,27.719,232.06201563327247
2017-06-22,25.414,230.28506211059755
2017-06-23,22.527,227.8493424090394
2017-06-24,20.164,225.44184447256248
2017-06-25,18.301,223.06224037219448
2017-06-26,16.779,220.71020598918534
2017-06-27,15.489,218.3854209707407
2017-06-28,14.425,216.08756868627023
2017-06-29,13.815,216.71464669537704
2017-06-30,13.939,214.43614268800306
2017-07-01,16.884,212.18403365136498
2017-07-02,25.575,210.54871814225748
2017-07-03,22.839,208.34163802378305
2017-07-04,19.064,208.93109145442907
2017-07-05,16.883,206.74273983269237
2017-07-06,15.363,204.5797356474268
2017-07-07,14.224,203.44641530344168
2017-07-08,13.249,202.41547841899038
2017-07-09,12.427,201.45965749788272
2017-07-10,11.662,199.3578293498676
2017-07-11,11.056,197.28034327067454
2017-07-12,10.535,195.22691640974907
2017-07-13,10.086,193.19726920304868
2017-07-14,9.741,191.1911253348604
2017-07-15,9.566,190.58141646041992
2017-07-16,9.703,189.21751782028994
2017-07-17,9.659,187.4589622325366
2017-07-18,9.573,185.51925057613573
2017-07-19,9.941,183.60199723875954
2017-07-20,9.797,181.8353800913796
2017-07-21,8.997,179.96077536156378
2017-07-22,8.527,181.16131351659462
2017-07-23,8.462,179.29449259435597
2017-07-24,8.139,177.44928304746279
2017-07-25,7.639,175.62543375377808
2017-07-26,7.235,173.83704401369246
2017-07-27,6.93,172.0550068018488
2017-07-28,6.694,170.29359578479855
2017-07-29,6.366,168.5525712876768
2017-07-30,6.085,166.83169642051942
2017-07-31,5.979,165.13073704590772
2017-08-01,5.823,168.97733335665737
2017-08-02,5.683,167.25149543818222
2017-08-03,5.492,165.54563077522639
2017-08-04,5.41,166.2812270224101
2017-08-05,5.533,164.58656916916678
2017-08-06,5.517,164.81974097969322
2017-08-07,7.446,163.20482620870774
2017-08-08,10.202,161.55489538029147
2017-08-09,8.208,159.91491018968392
2017-08-10,6.697,158.36310196307537
2017-08-11,5.902,157.02313935016198
2017-08-12,5.404,160.0147505595132
2017-08-13,5.139,158.39253495216448
2017-08-14,4.894,156.78908866774458
2017-08-15,4.687,155.2041936056448
2017-08-16,4.464,157.48404073807876
2017-08-17,4.375,155.89106501018418
2017-08-18,4.198,154.31651891111812
2017-08-19,4.035,152.76018828687342
2017-08-20,3.844,152.059760137132
2017-08-21,3.714,151.2030401116957
2017-08-22,3.535,149.68536644770464
2017-08-23,3.426,148.18258818130215
2017-08-24,3.456,146.6971914680984
2017-08-25,3.474,145.2713976019585
2017-08-26,3.634,143.8196687230768
2017-08-27,3.571,142.59883344674785
2017-08-28,3.656,141.61155668121117
2017-08-29,4.878,140.20213966532987
2017-08-30,4.595,139.3433621981426
2017-08-31,4.199,137.96016284026157
2017-09-01,3.9,136.78976126473518
2017-09-02,3.662,135.43653162671083
2017-09-03,3.501,134.09849528696492
2017-09-04,3.375,132.77592620459674
2017-09-05,3.204,131.4686446476053
2017-09-06,3.115,130.17647297248024
2017-09-07,2.941,128.89923559993682
2017-09-08,2.681,127.97170223046294
2017-09-09,2.456,126.71993744420939
2017-09-10,2.264,125.55824858770728
2017-09-11,2.133,124.33436964656009
2017-09-12,2.04,123.1246314449524
2017-09-13,1.952,121.92886966507537
2017-09-14,2.012,124.70094699273291
2017-09-15,1.964,123.48688987411137
2017-09-16,1.912,122.28685949433356
2017-09-17,1.875,124.88100166110246
2017-09-18,1.793,123.66478603175183
2017-09-19,1.754,122.46262234736774
2017-09-20,1.713,121.2743473201863
2017-09-21,1.686,120.09979955989179
2017-09-22,1.693,118.93881955157077
2017-09-23,1.744,117.79124963392229
2017-09-24,1.61,116.6569339777214
2017-09-25,1.518,116.262064792426
2017-09-26,1.357,116.80943396210637
2017-09-27,1.235,115.68639890757545
2017-09-28,1.151,114.57633309488023
2017-09-29,1.111,115.18903082491092
2017-09-30,1.012,114.08466586514628
2017-10-01,0.918,112.99305325601297
2017-10-02,0.844,112.1459526468685
2017-10-03,0.822,121.82867654864934
2017-10-04,0.804,120.7151194128109
2017-10-05,0.786,119.54668005645823
2017-10-06,0.759,118.39173803127323
2017-10-07,0.718,117.25013649036813
2017-10-08,0.752,116.1217204095017
2017-10-09,0.772,131.13266695665885
2017-10-10,0.809,129.8435615410296
2017-10-11,0.891,130.28252791943976
2017-10-12,1.027,147.94317849925764
2017-10-13,1.161,147.5529272064096
2017-10-14,1.43,146.0737127214716
2017-10-15,2.835,145.40861581895967
2017-10-16,5.66,143.95419567141568
2017-10-17,5.679,142.71227147405784
2017-10-18,4.612,141.28903368919208
2017-10-19,3.76,139.8822552951506
2017-10-20,3.324,138.49174501618808
2017-10-21,3.351,159.57148405601365
2017-10-22,3.377,157.95305445668856
2017-10-23,3.043,156.70034704067172
2017-10-24,3.373,155.115138310752
2017-10-25,5.812,153.5992666697097
2017-10-26,5.916,152.5142731558994
2017-10-27,5.124,151.97607270580966
2017-10-28,4.512,150.44551087826957
2017-10-29,3.879,163.17058181577232
2017-10-30,3.349,161.57876516678417
2017-10-31,2.859,161.1250128178889
2017-11-01,2.439,159.48850847059617
2017-11-02,2.044,157.87094261576655
2017-11-03,1.761,156.27209516361768
2017-11-04,1.554,154.6917485819417
2017-11-05,1.546,153.12968786638893
2017-11-06,1.42,170.0753070905147
2017-11-07,1.537,188.05388539718894
2017-11-08,1.508,186.10555709328
2017-11-09,1.761,184.17979148931119
2017-11-10,2.632,182.276326376982
2017-11-11,3.612,180.3949025949636
2017-11-12,2.867,178.53526399349667
2017-11-13,3.019,176.6971573994006
2017-11-14,2.829,174.88033258148928
2017-11-15,2.36,173.08454221638866
2017-11-16,1.988,171.34159623608136
2017-11-17,1.7,178.2340733862292
2017-11-18,1.525,181.3130251915107
2017-11-19,3.396,183.1513802945133
2017-11-20,2.738,181.2598016964974
2017-11-21,2.213,179.3901263751835
2017-11-22,3.856,177.54209978438038
2017-11-23,5.086,175.72234405077518
2017-11-24,4.895,178.65108526572212
2017-11-25,4.478,176.81160797531982
2017-11-26,4.094,174.9934284908196
2017-11-27,3.913,173.19629930176933
2017-11-28,4.42,185.07299126657767
2017-11-29,6.435,185.16894609680105
2017-11-30,4.289,188.041680605902
2017-12-01,3.741,189.30374617586224
2017-12-02,3.067,191.5830910225098
2017-12-03,4.32,208.59732086286934
2017-12-04,4.856,206.4110456792103
2017-12-05,4.286,204.25009866963865
2017-12-06,4.002,202.11418548805563
2017-12-07,4.2,200.00301520875155
2017-12-08,3.652,198.19829200842403
2017-12-09,3.758,197.62793285764405
2017-12-10,3.674,195.5687290562713
2017-12-11,3.552,193.53337668340768
2017-12-12,2.944,191.5215985533145
2017-12-13,2.56,189.53312070126051
2017-12-14,2.318,187.56767234609723
2017-12-15,1.859,185.62498585327012
2017-12-16,1.486,186.554982264711
2017-12-17,1.259,193.28623963143588
2017-12-18,1.08,203.75347296793637
2017-12-19,0.924,211.0491712062141
2017-12-20,0.795,209.24108397435307
2017-12-21,0.688,207.48031963254994
2017-12-22,0.701,215.05689673564112
2017-12-23,0.759,217.89120584565256
2017-12-24,1.047,216.07572672737535
2017-12-25,2.543,219.49561929244447
2017-12-26,3.046,217.849005774817
2017-12-27,3.51,216.36919914030437
2017-12-28,5.462,214.0929853949232
2017-12-29,4.736,212.68591446377852
2017-12-30,4.813,218.4602964708274
2017-12-31,5.274,223.8766530005546
2018-01-01,4.937,221.68696981532725
2018-01-02,3.974,219.34918482906033
2018-01-03,3.344,217.03848850093294
2018-01-04,2.711,214.75456602935967
2018-01-05,2.517,212.49710627079395
2018-01-06,2.326,210.26580169722664
2018-01-07,2.59,208.06034835417884
2018-01-08,2.352,205.88044581918243
2018-01-09,1.911,206.7471983357441
2018-01-10,1.777,226.72088283927073
2018-01-11,1.592,224.32484647525095
