system:index,total_precipitation
19871206,1.0974367917947272E-5
19871207,1.731011377247284E-4
19871208,0.0011799216831009408
19871209,4.622472715509883E-4
19871210,0.0015098012320888883
19871211,6.957172734720461E-4
19871212,0.00590632100009127
19871213,3.748393998812152E-4
19871214,1.8403322501005564E-6
19871215,2.0929858145571782E-7
19871216,5.679793839456041E-5
19871217,7.287749741446775E-4
19871218,0.004139321908370188
19871219,0.002408387186404695
19871220,0.006715584105630287
19871221,0.018170723445028757
19871222,0.001643335453877119
19871223,0.02185855980314419
19871224,5.956814003349704E-4
19871225,4.862718207526495E-4
19871226,2.0672677435419273E-4
19871227,2.1351633409922243E-5
19871228,0.02445971679582133
19871229,0.019216880439061137
19871230,0.0018682070165467386
19871231,5.862916973517275E-5
19880101,5.17958015361507E-5
19880102,0.011172927835056265
19880103,0.020136306665252214
19880104,0.02394415576044746
19880105,0.0017638071840817462
19880106,1.189651093346932E-7
19880107,1.862645149230957E-9
19880108,2.2199599897431955E-6
19880109,0.0011509710955138021
19880110,0.003146108509134301
19880111,2.4572217620733004E-6
19880112,2.7920659444973E-6
19880113,0.0
19880114,7.529098769164512E-7
19880115,0.006852174062888287
19880116,0.021840797788861298
19880117,0.010572361349382029
19880118,6.761301729559387E-4
19880119,0.005815091394872055
19880120,3.0486500218102937E-4
19880121,0.00711821547297762
19880122,0.002199058284960379
19880123,0.011192174343956791
19880124,0.006383432289647831
19880125,1.6329085063498293E-4
19880126,2.3545243449994984E-4
19880127,1.0081791971802448E-4
19880128,6.454846453987005E-5
19880129,0.0031358467488981994
19880130,0.0023334817106263925
19880131,0.005121228562714866
19880201,0.005363197028252429
19880202,9.821295308843965E-4
19880203,2.3944459086660373E-5
19880204,3.8444159700707946E-5
19880205,8.612952678052228E-5
19880206,0.0014535652680932154
19880207,0.012480607764549704
19880208,5.326804845641533E-5
19880209,3.6307503258775064E-6
19880210,5.393380415272461E-6
19880211,3.85104150025196E-5
19880212,0.003705706730869826
19880213,0.03173229761531697
19880214,0.014033156691934019
19880215,0.005433397831032039
19880216,0.003601534907373805
19880217,0.0010478950204101934
19880218,8.540386630799905E-6
19880219,0.0012314960185048907
19880220,0.0012187570966018767
19880221,2.1239628524668663E-4
19880222,1.8754692045687561E-6
19880223,2.875129295989097E-6
19880224,0.002144272715851733
19880225,9.126693170689142E-4
19880226,5.6982944767984675E-5
19880227,1.4574711203612882E-6
19880228,7.635223383491085E-4
19880229,0.002236111969383627
19880301,1.4647310026393067E-4
19880302,1.3508359381267932E-4
19880303,2.7145620574664303E-5
19880304,0.005984443678036947
19880305,0.001541163773833613
19880306,0.0021594409693746
19880307,0.0021537931652480854
19880308,6.979310439396113E-4
19880309,1.0806400580076792E-4
19880310,0.0
19880311,5.326863915927671E-4
19880312,0.0
19880313,1.862645149230957E-9
19880314,3.619339912082426E-4
19880315,0.0021540495786076916
19880316,0.0018537921406011418
19880317,7.594538641935364E-4
19880318,4.8197673483439137E-4
19880319,0.002166388585291254
19880320,0.004086818362992212
19880321,0.002335253470409613
19880322,0.008398407866225348
19880323,0.003671588788333505
19880324,0.004418329636398623
19880325,0.002902201553998892
19880326,0.0014873829495430355
19880327,4.089373770933069E-4
19880328,1.3064073807046259E-4
19880329,2.130298587235549E-6
19880330,0.0014555458967633356
19880331,0.01791606988720734
19880401,0.0025220305865944017
19880402,0.012100354986623221
19880403,0.024309444063995652
19880404,0.017044392533512434
19880405,0.005211069952917754
19880406,0.04340701207004268
19880407,0.031171487279280263
19880408,0.011265013616162823
19880409,0.014029130622151102
19880410,0.01948695747049455
19880411,0.02068127037711872
19880412,0.0010930526588124633
19880413,3.5478346125888884E-4
19880414,2.018547455651653E-6
19880415,8.413803401313734E-5
19880416,0.00986089234922422
19880417,0.0038475669875140846
19880418,0.0012058635984361296
19880419,5.075365398969769E-4
19880420,6.057144857955688E-4
19880421,0.00495940494580411
19880422,0.0041603106266979465
19880423,1.1201264509537836E-4
19880424,3.3369741171516656E-5
19880425,5.097781622368371E-7
19880426,7.56922863385483E-5
19880427,0.0034979993813227797
19880428,0.00655612726872945
19880429,0.001715906299111224
19880430,0.003804685329875678
19880501,8.797421486186318E-4
19880502,7.115702779267299E-4
19880503,2.3477639415996532E-4
19880504,5.774310311878641E-5
19880505,1.5858673150314E-4
19880506,3.0013876988598307E-4
19880507,0.001072574666429996
19880508,8.274365902470384E-6
19880509,1.9775457766561144E-4
19880510,5.34262574649918E-4
19880511,8.036174917959323E-4
19880512,1.4962865310182797E-4
19880513,2.2475599318691866E-6
19880514,1.7284468271439997E-7
19880515,4.682301294928488E-6
19880516,1.9379665603187608E-4
19880517,0.009437291839445233
19880518,9.853724675034758E-4
19880519,2.3067398941469338E-5
19880520,1.2829455789176704E-5
19880521,5.15657016352332E-5
19880522,1.968909676504631E-4
19880523,0.001002859203333037
19880524,1.5879108990692748E-4
19880525,0.003079705457416662
19880526,0.0026977267553940556
19880527,0.004729536807989003
19880528,0.0032074218061179036
19880529,2.9879960738153806E-4
19880530,5.003552719771476E-4
19880531,5.730789045596802E-4
19880601,9.270672420220082E-4
19880602,9.455121372015503E-4
19880603,3.6111799467300145E-4
19880604,0.021899584789357978
19880605,0.007760829933391705
19880606,1.1639813324392306E-7
19880607,1.3110843140912288E-7
19880608,0.0
19880609,0.0018141994854410965
19880610,3.47167663746751E-4
19880611,5.354535008560651E-7
19880612,4.284083843231201E-8
19880613,1.862645149230957E-9
19880614,2.295047272276242E-5
19880615,0.0010233807089732485
19880616,0.005371326118131768
19880617,0.0032018001528778405
19880618,4.3413509648250686E-7
19880619,2.8888289823988615E-5
19880620,4.965529569186145E-7
19880621,9.755834208526288E-6
19880622,5.218454422416517E-4
19880623,7.779903084550109E-4
19880624,0.0015161988941057207
19880625,2.3904826338998122E-4
19880626,0.0
19880627,0.0
19880628,1.7703565046595185E-6
19880629,4.470348358154297E-8
19880630,9.858355609797422E-8
19880701,7.286049356790376E-5
19880702,5.9795996579496294E-5
19880703,5.267534660132946E-4
19880704,0.02344349297861907
19880705,0.03532088377493722
19880706,5.2742171455368096E-5
19880707,1.8725418472357173E-4
19880708,1.6006985701228364E-4
19880709,2.6076620197579927E-5
19880710,0.0025282898313993434
19880711,7.992484900944934E-4
19880712,0.001120437575115251
19880713,4.5318086951506506E-4
19880714,1.915930473976903E-4
19880715,7.0736449455397635E-6
19880716,1.958887932979453E-4
19880717,4.533802781851789E-4
19880718,8.14518361712927E-5
19880719,3.2196965313498133E-6
19880720,3.631495850103926E-8
19880721,5.543899868589104E-4
19880722,0.001935977169262293
19880723,0.001981401144561748
19880724,1.448209380843256E-7
19880725,1.0971604635135216E-7
19880726,6.937359108666129E-7
19880727,4.284083843231201E-8
19880728,2.7959440269252414E-7
19880729,4.3474351738520604E-5
19880730,0.0
19880731,0.0
19880801,1.3557276007605106E-7
19880802,1.7869202858410508E-5
19880803,2.2286585440600562E-6
19880804,5.1964087543438955E-6
19880805,0.003835738840825281
19880806,1.811112675890627E-5
19880807,4.914208739137182E-4
19880808,1.8460548831900964E-4
19880809,1.0606311251786326E-4
19880810,6.009489988798583E-5
19880811,2.5285987519442683E-4
19880812,6.264749397193587E-4
19880813,2.811369768224952E-4
19880814,1.1599121309007196E-4
19880815,3.478621797185672E-5
19880816,2.3690658267675908E-5
19880817,5.8984339052987305E-6
19880818,0.004420133404910399
19880819,0.0014952949041871473
19880820,0.0
19880821,0.0033766951550601083
19880822,0.0198475010926139
19880823,0.01855158075098336
19880824,6.623736977969449E-4
19880825,2.0695127596276003E-4
19880826,1.285481427470869E-4
19880827,0.007766847165489145
19880828,0.0016402396390200354
19880829,4.284083843231201E-8
19880830,1.862645149230957E-9
19880831,8.631399603370031E-6
19880901,4.479462063965795E-5
19880902,0.0018512866484096157
19880903,1.8961738460813E-5
19880904,4.776004840123407E-8
19880905,3.702931893390273E-5
19880906,6.810065398410888E-4
19880907,5.668080860901586E-4
19880908,2.0884982420505213E-4
19880909,2.740267640134097E-6
19880910,1.6548767996309873E-5
19880911,0.0071267368350345535
19880912,0.00198727154830283
19880913,0.0035893201243731984
19880914,0.003855418233048211
19880915,0.031276843626870256
19880916,0.0070655664379258454
19880917,0.00530875715963291
19880918,0.0014636776257431793
19880919,0.0027472369167668
19880920,2.4666607311453525E-6
19880921,0.0
19880922,0.0
19880923,0.0
19880924,2.4272795817499496E-5
19880925,0.0018992983940310552
19880926,9.804600152287497E-4
19880927,0.005172949435921513
19880928,0.0
19880929,0.0
19880930,6.531031483239889E-4
19881001,6.881065054607384E-7
19881002,7.509384119436142E-6
19881003,0.0
19881004,1.862645149230957E-9
19881005,0.0022602410168082367
19881006,0.0023543362455260087
19881007,8.646960413042182E-6
19881008,0.0029257835535101704
19881009,4.284083843231201E-8
19881010,0.0
19881011,0.0
19881012,5.98496606500576E-5
19881013,2.844747193191277E-6
19881014,0.0
19881015,4.646056542076658E-6
19881016,2.0974170917421164E-8
19881017,0.0
19881018,0.0
19881019,0.0
19881020,0.0
19881021,2.867633407841019E-5
19881022,2.397173697038723E-4
19881023,0.0
19881024,0.0016803384964173967
19881025,5.628617940732073E-4
19881026,0.0
19881027,4.284083843231201E-8
19881028,6.728853664046511E-5
19881029,7.932453758401005E-4
19881030,0.0021673997797702943
19881031,0.0024201446612504727
19881101,0.002468111088968661
19881102,8.84677497080197E-5
19881103,8.437432725340934E-6
19881104,9.815840045689642E-5
19881105,0.011365918455953423
19881106,3.7511296521185053E-4
19881107,2.5675239873622366E-7
19881108,0.0
19881109,6.069278303801714E-4
19881110,6.567829113833671E-4
19881111,3.044414394181421E-5
19881112,4.635254764087582E-6
19881113,2.198950201158859E-6
19881114,1.215997076037205E-4
19881115,0.058773883306151985
19881116,0.0072166868358626915
19881117,0.0036477301645287154
19881118,1.0081951024608289E-4
19881119,8.475987619058457E-5
19881120,0.006768220193122476
19881121,0.0065689448950944284
19881122,0.0013894084761112578
19881123,2.8994909006091756E-5
19881124,5.611083364739266E-5
19881125,0.0016628499799998073
19881126,0.012592349302630883
19881127,0.016296101202616802
19881128,0.002122257933911828
19881129,9.271242367543258E-4
19881130,5.7384371645000403E-5
19881201,1.6630250509751677E-4
19881202,0.0032577749804511653
19881203,0.001593513620627656
19881204,4.332962580449829E-5
19881205,0.0
19881206,0.003935618585783173
19881207,0.0029747069675837685
19881208,0.0014180429316150614
19881209,0.006325434662200055
19881210,0.004983595287773655
19881211,0.016499390435966793
19881212,0.0032576430112618363
19881213,0.0017682158920043502
19881214,0.010119714971647183
19881215,0.01621861480670139
19881216,0.008916412849947227
19881217,0.005287463069868638
19881218,0.011845942346208994
19881219,0.0027054914711944445
19881220,1.6885043224051745E-4
19881221,0.004218247712907135
19881222,0.0035823424400876452
19881223,0.0086172879381226
19881224,0.006198506575900175
19881225,6.210945808468149E-4
19881226,0.014566060261260259
19881227,2.6363566207436464E-4
19881228,3.97723626950093E-4
19881229,8.026766042580958E-4
19881230,0.0017853407955572063
19881231,0.006247891703169645
19890101,0.0181876969661809
19890102,0.012187113528688308
19890103,0.005441291704739092
19890104,7.666560293962647E-4
19890105,0.00967789654934856
19890106,0.023488575016176752
19890107,0.008508294833249358
19890108,1.788709695292513E-4
19890109,1.1236808669915191E-5
19890110,0.005256071466847996
19890111,1.9742495712989338E-4
19890112,0.001464807268230421
19890113,0.003113665184274584
19890114,0.0014700081697703075
19890115,0.0022958016247188267
19890116,3.316218283197393E-4
19890117,2.0959910468262052E-4
19890118,0.011537515150230245
19890119,0.00812836691762422
19890120,8.373599842809916E-4
19890121,0.0030174239420242867
19890122,0.01133595727005363
19890123,0.012889162870127282
19890124,0.0036764603285513973
19890125,0.004699262568971643
19890126,0.0031592481730260604
19890127,0.010790790272005229
19890128,0.012690071854290443
19890129,0.013311975676870058
19890130,5.139919925874738E-4
19890131,9.575161978505357E-4
19890201,0.001562181412510164
19890202,1.062348225518069E-5
19890203,0.0013906072574156358
19890204,0.023169688852114474
19890205,0.004467432147891158
19890206,7.897858553038514E-4
19890207,3.9567366340606155E-5
19890208,1.2323794751702353E-4
19890209,5.7122789250316E-4
19890210,0.003982886108479697
19890211,6.635302845678242E-4
19890212,0.007345198817668508
19890213,0.006280564400112522
19890214,0.001661195491215181
19890215,3.535504012979668E-4
19890216,2.914513526332745E-4
19890217,0.0010959190804384902
19890218,2.793757499122346E-4
19890219,3.7032043542671063E-4
19890220,0.007068168036832345
19890221,5.881032318747562E-5
19890222,9.722562751200356E-6
19890223,8.547946694721592E-5
19890224,5.088216419903945E-4
19890225,1.2261970626067676E-4
19890226,0.00245610289641888
19890227,0.00357079589490801
19890228,0.001593140559552035
19890301,0.0017355154680707692
19890302,8.775684026160647E-4
19890303,0.002242142120205894
19890304,0.008743809602981984
19890305,0.005638253102853978
19890306,2.267835511919499E-4
19890307,2.2530953639034526E-4
19890308,6.09469255299345E-7
19890309,0.0013785718375765247
19890310,1.1251150109854335E-4
19890311,4.694603713259573E-4
19890312,0.005880774788249115
19890313,5.0139147774228755E-5
19890314,6.173504852491978E-4
19890315,0.017047490775114468
19890316,0.01578535705575312
19890317,0.0029718921497403216
19890318,0.0033598937042184735
19890319,1.8411701701345716E-4
19890320,3.592996826322686E-4
19890321,4.268589845308651E-4
19890322,6.27801332932034E-4
19890323,0.0021296636367356646
19890324,0.017048847993131572
19890325,0.027948391838364357
19890326,0.022458495117573876
19890327,0.005724499555474641
19890328,6.143264203302412E-4
19890329,0.0029564399028310633
19890330,0.0071888562920253045
19890331,0.007351113913776518
19890401,0.034156450331903156
19890402,0.020344651545654818
19890403,0.0019703430284073163
19890404,0.001210713857086641
19890405,6.979156328340489E-4
19890406,3.4051143897620324E-5
19890407,0.00131428639673522
19890408,0.005060356978731156
19890409,0.004808028078952335
19890410,0.009257287623896524
19890411,0.00948306261165109
19890412,0.005304485174834101
19890413,0.001344155304261025
19890414,9.656160312513238E-8
19890415,4.774086136137997E-7
19890416,1.2017444206661377E-5
19890417,1.6610348210572935E-4
19890418,8.151230436174058E-5
19890419,0.0011093850227060001
19890420,3.611943189967858E-4
19890421,0.001044453972165221
19890422,0.007239705224653678
19890423,0.020314220295175975
19890424,0.01342517042814007
19890425,0.008247305042859683
19890426,0.022309427569298445
19890427,0.0016619992566260311
19890428,9.407544738194935E-5
19890429,8.055277423349513E-4
19890430,7.126375543070504E-4
19890501,0.002268697105802534
19890502,7.626429819844995E-4
19890503,4.1110896709268234E-4
19890504,1.1131651055989032E-4
19890505,7.255403329426973E-4
19890506,0.008047977381635735
19890507,0.0013782450831510366
19890508,0.004181640796769829
19890509,0.002108269441775621
19890510,0.0016613048102035496
19890511,7.706787106488129E-4
19890512,0.01450766641810311
19890513,0.00411839026641028
19890514,0.002234489019216211
19890515,0.0022543864643960135
19890516,0.013433474471209485
19890517,0.002005215356887571
19890518,5.228371529221921E-5
19890519,2.044943667424052E-4
19890520,0.011169500354102383
19890521,4.2272635338766955E-4
19890522,0.002180986889387456
19890523,0.0
19890524,0.0
19890525,5.62672130444255E-8
19890526,4.265212521375639E-4
19890527,0.0036141023752496843
19890528,5.704005134635068E-4
19890529,8.930400640268333E-5
19890530,8.280426370708838E-4
19890531,1.6852335450538307E-4
19890601,9.277295841550447E-6
19890602,0.004680977186377023
19890603,0.00176759333093918
19890604,0.004713720620560272
19890605,0.021429181175851922
19890606,1.9004627976326605E-4
19890607,0.0
19890608,5.447068881629039E-6
19890609,0.002172770962843157
19890610,0.0029725031229560746
19890611,0.0023238377142083097
19890612,7.313607214031838E-4
19890613,6.770467701525956E-5
19890614,0.0
19890615,6.628586451013582E-5
19890616,3.3303552260658867E-4
19890617,0.0014583953161980661
19890618,5.250109702211053E-4
19890619,4.6387280578782686E-4
19890620,0.007863751982607256
19890621,0.03611415859812358
19890622,0.006394645745735328
19890623,0.003966616814555839
19890624,0.0022599046311381093
19890625,1.7582886072393238E-7
19890626,6.623480874161317E-4
19890627,0.002359634281796145
19890628,0.002556913381414024
19890629,7.30350506537712E-4
19890630,3.8031384651540987E-4
19890701,2.3786704054825915E-4
19890702,7.350236862723914E-5
19890703,0.004120167933884709
19890704,3.9345940585249563E-4
19890705,3.716150198535858E-6
19890706,4.6278787503665006E-4
19890707,2.019110411534804E-5
19890708,0.0
19890709,0.007768412482167024
19890710,2.395978881100623E-4
19890711,8.636516417872096E-4
19890712,4.402759695374345E-5
19890713,1.8313591416766328E-5
19890714,8.054503020102372E-7
19890715,2.8404390942465444E-4
19890716,2.325049080795193E-4
19890717,0.002106879712616856
19890718,0.0014552908638707852
19890719,5.286535257085199E-5
19890720,0.0
19890721,0.0
19890722,8.2964998630928E-4
19890723,0.007615049913418273
19890724,6.059627753045814E-4
19890725,0.005156246981391887
19890726,0.002927206222749601
19890727,7.6076664192228E-4
19890728,7.30323785487886E-4
19890729,0.0037453523298216604
19890730,0.010921640116792395
19890731,0.0015121273999256846
19890801,9.571485837257978E-8
19890802,0.0
19890803,3.807600852622696E-5
19890804,0.0024533466917312278
19890805,5.94316312118401E-4
19890806,1.600683936448527E-5
19890807,0.0011199962872649521
19890808,7.96843741470196E-5
19890809,3.428549955447205E-5
19890810,5.054809460191528E-4
19890811,2.770895321771535E-4
19890812,5.143413594357408E-4
19890813,1.7594323601856748E-4
19890814,3.1134505108122007E-4
19890815,0.001097535597261121
19890816,0.0017297309987090628
19890817,0.0025557161692948546
19890818,0.0012573608389546884
19890819,9.863488627270837E-4
19890820,0.0024638958093833054
19890821,3.1266495111005366E-4
19890822,4.7574023529282955E-5
19890823,5.126211573809632E-4
19890824,2.9334775966091865E-4
19890825,0.0
19890826,1.4834935144862962E-4
19890827,0.0
19890828,0.0
19890829,4.327920043688018E-7
19890830,2.616834191982839E-6
19890831,3.901478426708105E-5
19890901,7.375531164471466E-6
19890902,4.2745211852731916E-5
19890903,9.381181038190505E-5
19890904,0.007328280960649583
19890905,5.346852475970069E-4
19890906,1.412345016880353E-4
19890907,7.21693387839397E-6
19890908,3.91155481338501E-8
19890909,0.0
19890910,0.0
19890911,0.0043111783007039875
19890912,0.0015995515608829122
19890913,2.315799402949562E-6
19890914,0.0
19890915,0.0
19890916,4.548963728008818E-5
19890917,3.950041821812163E-4
19890918,0.0
19890919,9.872876261640547E-4
19890920,2.4643802094629764E-5
19890921,5.1865393506798326E-5
19890922,2.0979856064728852E-4
19890923,0.0
19890924,0.0
19890925,0.0018344909012008132
19890926,0.004304154917585406
19890927,3.4354676937422554E-6
19890928,9.833191398116142E-6
19890929,4.284083843231201E-8
19890930,0.0
19891001,1.518815810608887E-4
19891002,7.826183131549374E-4
19891003,5.6379150008534664E-5
19891004,1.4906913137638494E-4
19891005,0.0
19891006,1.1541323437990773E-6
19891007,0.0011566861311819356
19891008,6.104797154774812E-4
19891009,3.2349535387483507E-4
19891010,4.047326694298479E-4
19891011,0.0
19891012,1.0379443285005054E-5
19891013,5.417152598025209E-7
19891014,3.063164921002677E-8
19891015,0.0
19891016,0.0015818749847340595
19891017,8.212558418959152E-4
19891018,4.654064085197834E-4
19891019,0.001130242337529713
19891020,4.993793813493619E-4
19891021,5.755718099434626E-7
19891022,2.567043626391544E-4
19891023,5.836337147658027E-4
19891024,0.015934596296578382
19891025,0.005787510683666156
19891026,0.009725477870669123
19891027,2.0437604882448154E-5
19891028,3.0082474565715374E-4
19891029,2.728036998460088E-4
19891030,6.296672610656906E-6
19891031,0.01485396667643779
19891101,0.0026151573256872522
19891102,0.0045739447127426435
19891103,4.5954290937150313E-4
19891104,0.004509818472145549
19891105,0.006084606556113875
19891106,0.009485751750229397
19891107,0.0010511219001989346
19891108,1.7786735984649986E-5
19891109,0.004461658102074797
19891110,0.027207190830888992
19891111,0.017142830369926546
19891112,0.0060285011065253375
19891113,1.0693405811061653E-4
19891114,8.14886742310421E-5
19891115,0.001094121550081681
19891116,0.01281950681004407
19891117,0.01765673234059483
19891118,0.016167743392489713
19891119,0.009345751400919183
19891120,2.678221362741499E-4
19891121,5.50806011387981E-8
19891122,0.0
19891123,1.3478578828915023E-6
19891124,5.073635770691641E-4
19891125,5.046598227913986E-4
19891126,0.002125579147450169
19891127,1.572076641577959E-4
19891128,1.7691568939826884E-4
19891129,6.232059968518602E-5
19891130,0.0
19891201,5.888953345095239E-7
19891202,9.959268846154979E-4
19891203,0.014836030278759198
19891204,0.024479904553688276
19891205,0.007234371605217252
19891206,0.005303645430731134
19891207,0.014425291997130841
19891208,0.006341053356815587
19891209,0.002230893125988704
19891210,0.0019259571248282752
19891211,6.988884981251576E-4
19891212,0.007920101599510702
19891213,0.017452602532770773
19891214,0.007594402720678203
19891215,5.597042703220229E-4
19891216,1.282782032855971E-4
19891217,1.4651623728887987E-6
19891218,1.576190603967088E-7
19891219,3.588110106806709E-5
19891220,6.239760418971885E-4
19891221,0.002425930615922665
19891222,5.444946140808204E-4
19891223,0.00561543241195216
19891224,0.007784012937548471
19891225,5.926543428943057E-4
19891226,0.008850558351275314
19891227,9.813373908894081E-5
19891228,5.232549671493974E-4
19891229,1.6695018085935851E-4
19891230,6.284477126405466E-7
19891231,0.0
19900101,1.4139372100784687E-4
19900102,1.0475078131203009E-4
19900103,4.284083843231201E-8
19900104,0.0012474013438061719
19900105,4.983493036277686E-5
19900106,8.063248653743791E-4
19900107,0.01345083807641579
19900108,0.011440496715669716
19900109,0.010388725995490185
19900110,0.003332336393327541
19900111,0.0024952200546530835
19900112,0.005355458391642915
19900113,0.009797854368275957
19900114,0.007660461453469268
19900115,0.018751898774793455
19900116,9.766937226567836E-4
19900117,9.423372038321558E-5
19900118,7.326539003457236E-5
19900119,0.0023033410074794905
19900120,0.004314711247109789
19900121,0.014003718975004888
19900122,0.0016868094962722846
19900123,3.591987116150613E-5
19900124,0.001170559464983714
19900125,0.002955602511857124
19900126,1.9973753379201337E-4
19900127,1.4211086151229632E-7
19900128,0.0031294383722573218
19900129,0.0017061774962541696
19900130,1.1685879098454929E-5
19900131,0.006045391064961249
19900201,0.02751938705443792
19900202,0.02504926815192797
19900203,0.07155772166186124
19900204,0.0030264784676688836
19900205,0.001531773089965293
19900206,0.003017579822047503
19900207,0.02777513101486432
19900208,0.010345525637721809
19900209,0.023543330853421984
19900210,0.010699754765012103
19900211,0.0018646119469990093
19900212,0.0022737294911286928
19900213,0.01308089917810011
19900214,0.0026461866350426977
19900215,6.388702574526892E-5
19900216,6.650581275852047E-5
19900217,2.944708408850634E-4
19900218,0.008207937876205221
19900219,0.0031041239992653175
19900220,5.196379060075332E-4
19900221,0.0020779360425922833
19900222,2.7590860147368477E-4
19900223,6.91211806768296E-4
19900224,0.002456353611605107
19900225,0.002719868020241104
19900226,0.00457144786024795
19900227,3.937898567984293E-4
19900228,3.434166090922057E-5
19900301,2.637846310124882E-4
19900302,2.8992578594170225E-4
19900303,3.3646654075112214E-8
19900304,3.725290298461914E-9
19900305,8.568167686462402E-8
19900306,0.007419333197389679
19900307,0.012488761333881972
19900308,9.03941382245269E-5
19900309,1.862645149230957E-9
19900310,4.0978193283081055E-8
19900311,0.003205673045638139
19900312,0.0064629080853812184
19900313,0.0010575155807132275
19900314,2.547294074569151E-4
19900315,8.347492240129138E-5
19900316,0.0015684639608741884
19900317,6.597419702104894E-4
19900318,0.009329697930005886
19900319,0.0035274783077710713
19900320,8.876334813761164E-4
19900321,0.0018683674802578976
19900322,0.004298994304559237
19900323,0.0013887039064325976
19900324,4.3385882242841944E-4
19900325,4.3506682479666045E-4
19900326,0.0027125131396760226
19900327,0.0010096332687580779
19900328,0.0030943028925555136
19900329,0.030878692934224825
19900330,0.01311625517661972
19900331,0.005948438353610445
19900401,0.0092806579790831
19900402,0.012631144300883503
19900403,0.013644288447991447
19900404,0.025008246511396694
19900405,0.022276063577930594
19900406,0.005527197629952445
19900407,0.005910684449848122
19900408,0.0073362299536099814
19900409,0.010097013726154614
19900410,0.0025363756629130578
19900411,0.0030342450280950407
19900412,0.008834061594399787
19900413,0.0027870865361330015
19900414,0.006428965446300703
19900415,0.0060821099281086555
19900416,0.010022146765426712
19900417,0.002435620623342192
19900418,0.0179497026829543
19900419,0.02452022578195872
19900420,0.02062949325703013
19900421,0.0010460709156819847
19900422,4.767097613079747E-4
19900423,6.383957580760315E-5
19900424,5.752551853961054E-5
19900425,8.921208345575935E-5
19900426,2.8083111619105335E-5
19900427,1.492378271200036E-6
19900428,3.9456271604513914E-4
19900429,4.7420364446821054E-4
19900430,0.0
19900501,0.0
19900502,0.0
19900503,1.414186304763414E-5
19900504,0.0
19900505,4.284083843231201E-8
19900506,0.0
19900507,0.0011293554503088012
19900508,0.002425436332073438
19900509,2.7039843105310557E-4
19900510,0.001170203246987412
19900511,0.001485163556501926
19900512,6.238647569247667E-5
19900513,7.500359905515902E-4
19900514,0.0022590759541459365
19900515,9.909509482321304E-4
19900516,0.0021011266147875434
19900517,0.003617206018000433
19900518,0.0029292425687931643
19900519,0.0
19900520,1.6552376330621806E-4
19900521,1.8855523686867997E-4
19900522,0.012346312889931295
19900523,0.0017353115699071902
19900524,5.594676727398289E-4
19900525,1.3952310396416842E-4
19900526,2.776109226434285E-4
19900527,0.01722716613451723
19900528,0.017356820419010866
19900529,0.012358940400494197
19900530,0.00396674252955802
19900531,0.001624448711320197
19900601,2.6992982244531066E-4
19900602,1.9863666034590756E-6
19900603,9.894636668465327E-7
19900604,5.478006336816962E-5
19900605,0.003026236748643674
19900606,0.0028749126253224165
19900607,0.006187995608789615
19900608,0.004780511753614315
19900609,6.327118769399835E-4
19900610,3.2124921885451943E-4
19900611,2.677350546224013E-4
19900612,3.894654177096988E-4
19900613,1.1587823159768411E-4
19900614,5.185260836470469E-4
19900615,1.7032269721705009E-4
19900616,0.002275574674184504
19900617,0.011011390629435831
19900618,0.0030482326156248012
19900619,0.002851510733996936
19900620,1.5948699177289886E-4
19900621,8.568167686462402E-8
19900622,0.0
19900623,3.257579907353904E-6
19900624,0.01898274116024546
19900625,0.0034954120992424305
19900626,1.4982219140857183E-4
19900627,0.004056229201721084
19900628,2.0098333531536323E-5
19900629,0.0
19900630,0.00277019629570351
19900701,0.006665650647664952
19900702,0.0027387038163307724
19900703,7.52596510356908E-4
19900704,1.2863573476468103E-4
19900705,0.0018289023531961165
19900706,9.118052097886494E-5
19900707,0.0
19900708,3.6175331861141347E-6
19900709,1.889515612768965E-7
19900710,1.2069106133669438E-5
19900711,4.4843845541939307E-4
19900712,0.0016677398147207359
19900713,2.034108514081167E-4
19900714,8.154980750905549E-6
19900715,0.0013290419276675003
19900716,0.0025157343632377207
19900717,2.3997760244872763E-5
19900718,0.005509817594676062
19900719,1.1221470963310803E-5
19900720,1.6564954921880856E-8
19900721,0.0
19900722,4.576844732139573E-4
19900723,3.526395211251868E-8
19900724,4.767415441109992E-4
19900725,6.145719102004694E-4
19900726,0.026373339734230682
19900727,0.015764311513312593
19900728,0.0
19900729,2.76745404727913E-5
19900730,0.004879175925729181
19900731,0.009193948716709026
19900801,4.925858413980748E-4
19900802,0.014809621307864958
19900803,0.01319090990984722
19900804,0.0018287996087901005
19900805,0.00533372675234055
19900806,0.0017475566260731865
19900807,8.153907579191001E-6
19900808,4.772660259249341E-4
19900809,0.0022254491190094373
19900810,7.911967221263279E-4
19900811,6.905424093064817E-7
19900812,6.209678342744609E-7
19900813,2.305083917888938E-6
19900814,0.005848660900008429
19900815,0.005610814052030129
19900816,7.019543832522712E-4
19900817,3.4895600036835543E-7
19900818,1.6234890323848176E-5
19900819,5.527595464647519E-4
19900820,8.748496379012153E-4
19900821,7.085630927876529E-4
19900822,0.002387615269875967
19900823,5.355155832390164E-5
19900824,2.5520028785386306E-5
19900825,0.001521714409036181
19900826,7.105296440064446E-5
19900827,7.788356183018078E-4
19900828,3.460691605977904E-5
19900829,0.0017505920372749366
19900830,0.007057440811282429
19900831,0.01079001747549222
